Ticker,net_income_loss_attributable_to_noncontrolling_interest,other_operating_expenses,cost_of_revenue,benefits_costs_expenses,income_loss_from_continuing_operations_before_tax,depreciation_and_amortization,income_tax_expense_benefit,participating_securities_distributed_and_undistributed_earnings_loss_basic,nonoperating_income_loss,net_income_loss_available_to_common_stockholders_basic,income_loss_from_continuing_operations_after_tax,provision_for_loan_lease_and_other_losses,diluted_average_shares,preferred_stock_dividends_and_other_adjustments,net_income_loss,basic_average_shares,gross_profit,operating_income_loss,net_income_loss_attributable_to_parent,basic_earnings_per_share,operating_expenses,costs_and_expenses,revenues,diluted_earnings_per_share,equity_attributable_to_noncontrolling_interest,assets,equity_attributable_to_parent,other_noncurrent_liabilities,current_liabilities,fixed_assets,long_term_debt,equity,accounts_payable,inventory,current_assets,other_noncurrent_assets,liabilities,noncurrent_assets,other_current_assets,noncurrent_liabilities,liabilities_and_equity,other_current_liabilities,comprehensive_income_loss_attributable_to_parent,other_comprehensive_income_loss,comprehensive_income_loss,comprehensive_income_loss_attributable_to_noncontrolling_interest,net_cash_flow_continuing,net_cash_flow_from_investing_activities,net_cash_flow,net_cash_flow_from_investing_activities_continuing,net_cash_flow_from_financing_activities_continuing,net_cash_flow_from_operating_activities,net_cash_flow_from_financing_activities,net_cash_flow_from_operating_activities_continuing,exchange_gains_losses,research_and_development,intangible_assets,accounts_receivable,wages,selling_general_and_administrative_expenses,interest_expense_operating,income_loss_from_discontinued_operations_net_of_tax,net_cash_flow_from_operating_activities_discontinued,net_cash_flow_discontinued,income_loss_before_equity_method_investments,income_tax_expense_benefit_deferred,income_loss_from_equity_method_investments,undistributed_earnings_loss_allocated_to_participating_securities_basic,income_tax_expense_benefit_current,cash,interest_income_expense_after_provision_for_losses,interest_income_expense_operating_net,other_comprehensive_income_loss_attributable_to_parent,common_stock_dividends,temporary_equity,redeemable_noncontrolling_interest,temporary_equity_attributable_to_parent,interest_and_dividend_income_operating,cost_of_revenue_goods,prepaid_expenses,net_cash_flow_from_investing_activities_discontinued,noninterest_expense,noninterest_income,interest_and_debt_expense,commitments_and_contingencies,cost_of_revenue_services,net_income_loss_attributable_to_nonredeemable_noncontrolling_interest,income_loss_from_discontinued_operations_net_of_tax_during_phase_out,redeemable_noncontrolling_interest_preferred,noncurrent_prepaid_expenses,net_income_loss_attributable_to_redeemable_noncontrolling_interest,interest_payable,redeemable_noncontrolling_interest_common,other_comprehensive_income_loss_attributable_to_noncontrolling_interest,other_operating_income_expenses,income_loss_from_discontinued_operations_net_of_tax_gain_loss_on_disposal,long_term_investments,net_cash_flow_from_financing_activities_discontinued,stockPrice,totalShares,totalEmployees,grossMargin,netProfitMargin,peRatio,priceToBookRatio,debtToEquity,marketCap,currentRatio,cashAndCashEquivalents,ROA,returnOnEquity,ROIC,researchAndDevelopment,incomeTaxExpenses,beta,quickRatio,enterpriseValue,enterpriseToRevenue,sector,industry,volume,quoteType,priceVolume,earningsYield,profitPerEmployee,grossMarginCheck1,grossMarginCheck2,netProfitMarginCheck1,netProfitMarginCheck2,peTimesPriceToBookRatioCheck,marketCapCheck,currentRatioCheck,ROACheck,returnOnEquityCheck,ROICCheck,researchAndDevelopmentCheck,incomeTaxExpensesCheck,betaCheck,priceVolumeCheck,earningsYieldCheck,profitPerEmployeeCheck,totalPasses
TZOO,265000,59145000,15893000,78079000,11843000,409000,3642000,0,N/A,7936000,8201000,N/A,11791000,0,8201000,11328000,74030000,11203000,7936000,0.6799999999999999,62827000,78079000,89923000,0.66,5016000,46164000,-8099000,N/A,35847000,278000,N/A,-3083000,8405000,N/A,24423000,20011000,49247000,21741000,N/A,13400000,46164000,27442000,7684000,-517000,7684000,0,-2889000,-97000,-2859000,-97000,-14844000,12052000,-14844000,12052000,30000,2607000,1452000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-475000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.01,10932337,227,0.8232599001367837,9.12002491020095,10.621212121212121,-24.857503201427182,0,76635682.37,0.6813122437024018,24423000,17.764925049822374,0,0,3.5215453194650816,30.75234315629486,0.847,N/A,52212682.370000005,0.5806376830176929,Communication Services,Internet Content & Information,124435,EQUITY,872289.35,1.4424830583415487,36127.75330396476,1,1,0,0,1,0,0,1,0,0,1,1,0,1,-3,0.6621216407116693,4.6621216407116695
FNLC,0,N/A,N/A,120361000,38177000,N/A,6673000,0,N/A,31504000,31504000,2598000,11204572,0,31504000,11089580,N/A,38177000,31504000,2.84,120361000,120361000,158538000,2.8200000000000003,0,3198478000,274566000,N/A,2923912000,N/A,95500000,274566000,N/A,N/A,3198478000,N/A,2923912000,0,N/A,0,3198478000,N/A,32523000,32523000,32523000,0,-3530000,-58716000,-3530000,-58716000,21329000,33857000,21329000,33857000,N/A,N/A,N/A,N/A,N/A,N/A,6045000,N/A,N/A,N/A,N/A,-60000,N/A,N/A,N/A,N/A,71077000,73819000,1019000,N/A,N/A,N/A,N/A,158538000,N/A,N/A,N/A,49942000,17042000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.85,11219320,284,0,19.871576530547884,9.52127659574468,1.0971451017241756,10.649213668116227,301238742,1.0939036468949819,3198478000,0.984968475631222,11.474108228986838,8.513076045894516,NaN,17.47911045917699,0.6,N/A,-2801739258,-17.67235147409454,Financial Services,Banks - Regional,10846,EQUITY,291215.10000000003,1.5468264016678321,110929.57746478873,0,0,1,0,1,0,0,0,0,0,0,1,1,1,-2,1.5988733016468182,4.598873301646818
ESCA,0,N/A,178299000,224257000,17283000,N/A,4585000,0,N/A,12698000,12698000,N/A,13906000,0,12698000,13750000,63241000,18087000,12698000,0.9299999999999999,45154000,224257000,241540000,0.92,0,232460000,172327000,N/A,42850000,21716000,N/A,172327000,N/A,80662000,141277000,43831000,60133000,91183000,56265000,17283000,232460000,N/A,12698000,0,12698000,0,3083000,-3413000,3083000,-3413000,-21912000,28408000,-21912000,28408000,N/A,N/A,25636000,N/A,N/A,42882000,968000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4350000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.38,13803745,457,0.2618241285087356,5.2571002732466665,14.543478260869566,1.071765353659032,0.3489470599499788,184694108.10000002,3.2970128354725787,4350000,5.462445151854083,7.36854932773158,7.36854932773158,0,26.528959092750103,0.73,N/A,180344108.10000002,0.7466428256189452,Consumer Cyclical,Leisure,11058,EQUITY,147956.04,1.1504052528060578,27785.557986870896,1,0,0,0,1,0,1,0,0,0,1,1,1,1,-3,0.5176083107809379,4.517608310780938
FCAP,9000,N/A,N/A,0,18511000,1119000,3275000,0,N/A,14750000,14759000,794000,3361183459,0,14759000,3352852161,N/A,18037000,14750000,4.4,-10927000,-8769000,18511000,4.4,108000,1235477000,132441000,N/A,1102928000,13932000,N/A,132549000,N/A,N/A,1235477000,N/A,1102928000,0,N/A,0,1235477000,N/A,24071000,9321000,24080000,9000,22238000,-24685000,22238000,-24685000,26807000,20116000,26807000,20116000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-101000,N/A,N/A,N/A,N/A,39563000,40357000,N/A,N/A,N/A,N/A,N/A,55236000,N/A,N/A,N/A,29286000,8106000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59.87,3347627,212,0,79.7309707741343,13.60681818181818,1.5120629238243968,8.320907739779251,200422428.48999998,1.1201791957407918,1235477000,1.1945993328892404,11.13475016786245,11.13475016786245,NaN,17.69218302630868,0.654,N/A,-1035054571.51,-55.91564861487764,Financial Services,Banks - Regional,6119,EQUITY,366344.52999999997,1.2104373787851463,69617.92452830188,0,0,1,1,1,0,0,0,0,0,0,1,1,1,-3,1.161494492303378,4.161494492303378
MRBK,0,N/A,N/A,-20537000,26701000,N/A,6450000,0,N/A,20251000,20251000,15437000,34423000,0,20251000,33773000,N/A,26701000,20251000,1.7999999999999998,-20537000,-20537000,6164000,1.77,0,2541130000,188029000,N/A,2353101000,12413000,N/A,188029000,N/A,N/A,2541130000,N/A,2353101000,0,N/A,0,2541130000,N/A,21612000,1361000,21612000,0,7642000,-164509000,7642000,-164509000,142379000,29772000,142379000,29772000,N/A,N/A,2614000,N/A,N/A,N/A,10238000,N/A,N/A,N/A,N/A,-1842000,N/A,N/A,N/A,N/A,67913000,83350000,1361000,N/A,N/A,N/A,N/A,163516000,N/A,N/A,N/A,83057000,41845000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.62,11517456,322,0,328.5366645035691,9.954802259887007,1.0792886986581858,12.514564242749788,202937574.72,1.0799068973239994,2541130000,0.796928925320625,10.770147158151136,10.770147158151136,NaN,24.156398636755178,0.824,N/A,-2338192425.28,-379.330373990915,Financial Services,Banks - Regional,41280,EQUITY,727353.6000000001,1.5043258347703143,62891.30434782609,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-2,1.0722107615416798,4.07221076154168
FVCB,0,N/A,N/A,-25637000,27206000,N/A,5895000,0,N/A,21311000,21311000,690000,18396937,0,21311000,18057150,N/A,27206000,21311000,1.17,-25637000,-25637000,1569000,1.17,0,2319052000,249804000,N/A,2069248000,723000,N/A,249804000,N/A,N/A,2319052000,N/A,2069248000,0,N/A,0,2319052000,N/A,23401000,2090000,23401000,0,4866000,-20116000,4866000,-20116000,3866000,21116000,3866000,21116000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61078000,61758000,2090000,N/A,N/A,N/A,N/A,117094000,N/A,N/A,N/A,37036000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.9,18074814,114,0,1358.2536647546208,11.88034188034188,1.0057481649613296,8.283486253222527,251239914.6,1.1207221174069033,2319052000,0.9189530894520691,8.531088373284655,8.531088373284655,NaN,21.66801440858634,0.417,N/A,-2067812085.4,-1317.917199107712,Financial Services,Banks - Regional,8748,EQUITY,121597.2,1.3362737275831333,186938.59649122806,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-3,2.0618704628182813,4.061870462818281
LCNB,0,N/A,N/A,75801000,28653000,N/A,5069000,135000,N/A,23449000,23584000,1075000,42322484,135000,23584000,42322484,N/A,28653000,23584000,1.67,75801000,75801000,104454000,1.67,0,2244365000,269870000,N/A,1974495000,39422000,104717000,269870000,N/A,N/A,2244365000,N/A,1974495000,0,N/A,0,2244365000,N/A,27945000,27945000,27945000,0,-3509000,67257000,-3509000,67257000,-130791000,60025000,-130791000,60025000,N/A,N/A,9680000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5518000,N/A,N/A,N/A,N/A,67604000,68679000,4361000,N/A,N/A,N/A,N/A,104454000,N/A,N/A,N/A,61113000,22162000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.47,14186645,393,0,22.578359852183734,9.862275449101796,0.865802212732056,7.316467187905288,233654043.14999998,1.1366779860166776,2244365000,1.0508094717214,8.739022492311113,6.296000662062484,NaN,17.690992217219836,0.57,N/A,-1905993956.85,-18.247208884772242,Financial Services,Banks - Regional,13126,EQUITY,216185.21999999997,1.5132427073601522,60010.178117048345,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-2,1.0322681434623293,4.032268143462329
NKSH,0,N/A,N/A,-7617000,15621000,N/A,2597000,0,N/A,13024000,13024000,573000,6430954,0,13024000,6428403,N/A,15621000,13024000,2.05,-7617000,-7617000,8004000,2.05,0,1802407000,179220000,N/A,1623187000,19812000,N/A,179220000,N/A,N/A,1802407000,N/A,1623187000,0,N/A,0,1802407000,N/A,20866000,7842000,20866000,0,-7465000,-22762000,-7465000,-22762000,-869000,16166000,-869000,16166000,N/A,N/A,1579000,N/A,N/A,N/A,67000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42414000,42972000,N/A,N/A,N/A,N/A,N/A,74114000,N/A,N/A,N/A,36359000,9566000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.87,6366001,242,0,162.71864067966018,16.521951219512196,1.2030825458654166,9.056952349068185,215616453.86999997,1.1104124170536112,1802407000,0.7225892930952887,7.2670460886061825,7.2670460886061825,NaN,16.62505601433967,0.67,N/A,-1586790546.13,-198.24969341954025,Financial Services,Banks - Regional,8523,EQUITY,288674.00999999995,1.0394882949321387,53818.181818181816,0,0,1,1,1,0,0,0,0,0,0,1,1,1,-3,0.9429443292014792,3.942944329201479
WHF,0,N/A,N/A,0,27483000,N/A,N/A,0,N/A,9859000,9859000,N/A,23243088,0,9859000,23243088,N/A,N/A,9859000,0.43,N/A,0,27483000,0.43,0,626005000,265245000,N/A,360760000,N/A,323526000,265245000,N/A,N/A,626005000,N/A,360760000,0,N/A,0,626005000,N/A,9859000,0,9859000,0,14000,-25269000,7000,-25276000,-72111000,97387000,-72111000,97387000,-7000,N/A,N/A,N/A,N/A,N/A,24606000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.98,23243088,3,0,35.87308517992941,16.232558139534884,0.6116486804275293,1.3601010386623686,162236754.24,1.7352394944007097,626005000,1.5749075486617519,3.7169409413938057,1.6745050282707539,NaN,0,0.587,N/A,-140242245.76,-5.102872530655314,Financial Services,Asset Management,172033,EQUITY,1200790.34,1.054499115018631,3286333.3333333335,0,0,1,1,1,0,1,0,0,0,0,0,0,0,-3,2.941902722967059,3.941902722967059
PLBC,0,N/A,N/A,48128000,36276000,N/A,9881000,0,N/A,26395000,26395000,6333000,6365000,0,26395000,6268000,N/A,36276000,26395000,4.289999999999999,48128000,48128000,84404000,4.24,0,2229408000,245950000,N/A,1983458000,24983000,N/A,245950000,N/A,N/A,2229408000,N/A,1983458000,0,N/A,0,2229408000,N/A,24621000,-1774000,24621000,0,-30680000,61833000,-30680000,61833000,-115969000,23456000,-115969000,23456000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74522000,80855000,N/A,N/A,N/A,N/A,N/A,92296000,N/A,N/A,N/A,48269000,10023000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45.3,6955514,197,0,31.272214586986397,10.683962264150942,1.2810928408213051,8.06447651961781,315084784.2,1.124000609037348,2229408000,1.183946590305588,10.731856068306566,10.731856068306566,NaN,27.238394530819278,0.592,N/A,-1914323215.8,-22.68047978531823,Financial Services,Banks - Regional,4779,EQUITY,216488.69999999998,1.4368691604521273,133984.77157360406,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-3,1.7754684014667983,3.7754684014667985
MKTW,16410000,50060000,10599000,62288000,18983000,651000,1068000,0,N/A,1505000,17915000,N/A,2598000,0,17915000,2489000,70672000,17820000,1505000,0.6,52852000,63451000,81271000,0.58,-211434000,201656000,-14517000,N/A,229192000,276000,N/A,-225951000,N/A,N/A,117015000,80400000,427607000,84641000,101350000,198415000,201656000,N/A,17881000,-34000,17881000,0,-18543000,-477000,-18577000,-477000,-20235000,2169000,-20235000,2169000,-34000,2141000,3965000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1068000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15665000,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.2,2416640,439,0.8695844766275793,22.043533363684464,24.482758620689655,-0.15187491093201622,0,34316288,0.5105544696149953,15665000,8.883940968778514,0,0,3.0294883405026036,5.626086498445978,0.47,N/A,18651288,0.22949499821584576,Financial Services,Financial Data & Stock Exchanges,50783,EQUITY,721118.6,0.7405864756506104,40808.65603644647,1,1,1,1,1,0,0,0,0,0,1,0,0,1,-4,0.7399903725291409,3.739990372529141
VABK,0,N/A,N/A,54564000,22347000,N/A,4483000,0,N/A,17864000,17864000,-70000,16250055,0,17864000,16162652,N/A,22347000,17864000,3.3200000000000003,54564000,54564000,76911000,3.3,0,1606432000,177359000,N/A,1429073000,11775000,N/A,177359000,N/A,N/A,1606432000,N/A,1429073000,0,N/A,0,1606432000,N/A,18983000,5288000,18983000,0,3930000,13229000,3930000,13229000,-27466000,18167000,-27466000,18167000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50348000,50397000,1119000,1.38,N/A,N/A,N/A,76911000,N/A,N/A,N/A,34691000,6690000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.88,5393139,146,0,23.226846614918543,12.387878787878789,1.24308054465801,8.057516111389893,220471522.32000002,1.1241077257774794,1606432000,1.112029640843808,10.072226388285905,10.072226388285905,NaN,20.060858280753568,0.423,N/A,-1385960477.68,-18.0203153993577,Financial Services,Banks - Regional,2525,EQUITY,103222,1.2970626935445653,122356.16438356164,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-3,1.6913782070753034,3.6913782070753034
PFX,0,N/A,N/A,0,5140321,N/A,N/A,0,N/A,4155515,4155515,N/A,2015157,0,4155515,2015157,N/A,N/A,4155515,2.06,N/A,0,5140321,2.06,0,316909795,160774300,N/A,156135495,N/A,N/A,160774300,N/A,N/A,316909795,N/A,156135495,0,N/A,0,316909795,N/A,4155515,0,4155515,0,0,60282188,0,60282188,7046172,-67328360,7046172,-67328360,N/A,N/A,N/A,N/A,N/A,N/A,10279000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10278961,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45,2000560,7,0,80.84154666605451,21.844660194174757,0.5599477030843859,0.9711470987589435,90025200,2.0297101245299793,316909795,1.3112611429381664,2.584688597617903,2.584688597617903,NaN,0,0.231,N/A,-226884595,-44.138215298227486,Financial Services,Asset Management,589,EQUITY,26505,0.8199084719707621,593645,0,0,1,1,1,0,1,0,0,0,0,0,0,1,-4,2.681274793687716,3.681274793687716
EPSN,0,N/A,N/A,34998585,10711020,N/A,4832007,0,1497075,5879013,5879013,N/A,22099619,0,5879013,22003722,N/A,9213945,5879013,0.27,36495660,36495660,45709605,0.27,0,126293005,100218033,N/A,9924626,106409511,N/A,100218033,2963805,N/A,19136523,746971,26074972,107156482,N/A,16150346,126293005,6234608,5910875,31862,5910875,0,4429334,-15976435,4429334,-15976435,-5499944,25905713,-5499944,25905713,N/A,N/A,N/A,N/A,726213,N/A,N/A,N/A,N/A,N/A,N/A,-75977,N/A,N/A,4907984,N/A,N/A,N/A,31862,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.8,27748702,10,0,12.861657850685868,17.777777777777775,1.3290399503251076,0.2601824364283821,133193769.6,1.9281858077070109,19136523,4.655058290837248,5.866222698663423,5.866222698663423,NaN,45.11248228460035,0.002,N/A,114057246.6,2.495257760376621,Energy,Oil & Gas E&P,137241,EQUITY,658756.7999999999,0.9785917847597094,587901.3,0,0,1,0,1,0,1,0,0,0,0,1,0,1,-4,2.6782192207102162,3.6782192207102162
OVLY,0,N/A,N/A,56343000,30223000,N/A,6637000,0,N/A,23586000,23586000,-60000,8294857,0,23586000,8242846,N/A,30223000,23586000,2.87,56343000,56343000,86566000,2.8400000000000003,0,1995416000,198280000,N/A,1797136000,18879000,N/A,198280000,N/A,N/A,1995416000,N/A,1797136000,0,N/A,0,1995416000,N/A,17329000,17329000,17329000,0,33248000,-70972000,33248000,-70972000,79275000,24945000,79275000,24945000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-2973000,N/A,N/A,N/A,N/A,73064000,73004000,-6257000,N/A,N/A,N/A,N/A,86566000,N/A,N/A,N/A,49560000,6719000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.04,8388221,231,0,27.24626296698473,10.577464788732392,1.2708400183578776,9.063627193867259,251982158.84,1.110331104601989,1995416000,1.1820091650061941,11.895299576356667,11.895299576356667,NaN,21.96009661516064,0.246,N/A,-1743433841.16,-20.13993763325093,Financial Services,Banks - Regional,5559,EQUITY,166992.36,1.4464177371276852,102103.8961038961,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-3,1.5198808658201162,3.519880865820116
UBFO,0,N/A,N/A,-12727000,15713000,N/A,4343000,0,N/A,11370000,11370000,5701000,17483720,0,11370000,17471790,N/A,15713000,11370000,0.65,-12727000,-12727000,2986000,0.65,0,1235620000,137382000,N/A,1098238000,N/A,N/A,137382000,N/A,N/A,1235620000,N/A,1098238000,0,N/A,0,1235620000,N/A,12024000,12024000,12024000,0,18852000,30123000,18852000,30123000,-34471000,23200000,-34471000,23200000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-682000,N/A,N/A,N/A,N/A,42061000,48380000,654000,0.36,N/A,N/A,N/A,61059000,N/A,N/A,N/A,30209000,3861000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.13,17577353,114,0,380.77695914266576,15.584615384615386,1.2960838093054405,7.99404579930413,178058585.89000002,1.1250931036806229,1235620000,0.9201858176462019,8.27619338778006,8.27619338778006,NaN,27.639534143702665,0.33,N/A,-1057561414.11,-354.1732800100469,Financial Services,Banks - Regional,23432,EQUITY,237366.16000000003,1.0895534222992653,99736.84210526316,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-3,1.497483717770729,3.497483717770729
HDSN,0,3490000,172520000,206180000,30667000,N/A,7932000,0,N/A,22735000,22735000,N/A,135822360,0,22735000,131184581,64327000,26521000,22735000,0.5200000000000001,37806000,206180000,236847000,0.5100000000000001,0,338946000,265889000,N/A,64033000,22781000,N/A,265889000,N/A,97414000,234359000,70174000,73057000,104587000,136945000,9024000,338946000,62196000,22735000,0,22735000,0,33194000,-5490000,33194000,-5490000,-11405000,50089000,-11405000,50089000,N/A,N/A,11632000,N/A,1837000,34316000,N/A,N/A,N/A,N/A,N/A,1998000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,43003185,237,0.2715972758785207,9.599023842396145,13.725490196078429,1.1321351955139176,0.27476503352902903,301022295,3.6599722018334298,0,6.707558136104276,8.55056057226888,8.55056057226888,0,25.864936250692928,0.801,N/A,301022295,1.2709567568936908,Basic Materials,Specialty Chemicals,165556,EQUITY,1158892,1.2025337185456202,95928.2700421941,1,0,0,0,1,0,1,0,0,0,1,1,0,0,-3,1.4603155165496398,3.46031551654964
HWBK,0,N/A,N/A,69092000,27204000,N/A,4991000,0,N/A,22213000,22213000,285000,6950480,0,22213000,20822184,N/A,45786000,22213000,3.2,50510000,50510000,96296000,3.1899999999999995,0,1932105000,164938000,N/A,1767167000,30031000,N/A,164938000,N/A,N/A,1932105000,N/A,1767167000,0,N/A,0,1932105000,N/A,26090000,3877000,26090000,0,45651000,-63124000,45651000,-63124000,95060000,13715000,95060000,13715000,N/A,N/A,N/A,N/A,N/A,N/A,5782000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63363000,63648000,3877000,N/A,N/A,N/A,N/A,96296000,N/A,N/A,N/A,50510000,14246000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.21,6897646,259,0,23.067417130514247,10.097178683385582,1.3470102563387456,10.714128945421916,222173177.66,1.0933346989843065,1932105000,1.14967871828912,13.467484751846149,13.467484751846149,NaN,18.346566681370387,0.539,N/A,-1709931822.34,-17.757038945958293,Financial Services,Banks - Regional,5647,EQUITY,181889.87,1.490765063578483,85764.47876447876,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-3,1.3539289654316229,3.353928965431623
MVBF,2775000,N/A,N/A,129259000,43632000,N/A,11497000,0,N/A,32155000,34930000,6594000,26177656,0,34930000,25561371,N/A,43632000,32155000,2.5,129259000,129259000,172891000,2.45,0,3232953000,327752000,N/A,2905201000,N/A,N/A,327752000,N/A,N/A,3232953000,N/A,2905201000,0,N/A,0,3232953000,N/A,47940000,12992000,47922000,-18000,-310869000,-72061000,-310869000,-72061000,-247264000,8456000,-247264000,8456000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36958000,2575000,6674000,N/A,N/A,N/A,97339000,103933000,N/A,0.6800000000000002,N/A,N/A,N/A,172891000,N/A,N/A,N/A,124221000,70845000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.98,12584334,453,0,20.203480805825635,10.604081632653061,0.997525559935561,8.864022187507627,326940997.32,1.1128156020874287,3232953000,1.0804363688553469,10.657448314579316,10.657448314579316,NaN,26.349926659332603,0.944,N/A,-2906012002.68,-16.808347471412624,Financial Services,Banks - Regional,22994,EQUITY,597384.12,1.4440217449337007,77108.16777041943,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-3,1.254505272970095,3.254505272970095
FUNC,0,N/A,N/A,-8903000,31070000,N/A,8121000,0,N/A,24924000,24924000,2555000,6483000,0,24924000,6468000,N/A,33045000,24924000,3.84,-8903000,-8903000,24142000,3.84,0,2023974000,199099000,N/A,1824875000,30369000,95929000,199099000,N/A,N/A,2023974000,N/A,1824875000,0,N/A,0,2023974000,N/A,30084000,5160000,30084000,0,32783000,-64047000,32783000,-64047000,78108000,18722000,78108000,18722000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63271000,65826000,N/A,N/A,N/A,N/A,N/A,98420000,N/A,N/A,N/A,50617000,20391000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.73,6496908,326,0,103.23916825449425,10.0859375,1.2638197421383333,9.165666326802244,251625246.83999997,1.1091028152613194,2023974000,1.2314387437783292,12.518395371147017,8.448011714142387,NaN,26.137753459929193,0.529,N/A,-1676419753.16,-69.4399698931323,Financial Services,Banks - Regional,11882,EQUITY,460189.86,1.4918287342280927,76453.98773006134,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-3,1.2466451474240332,3.246645147424033
