Ticker,gross_profit,net_income_loss_attributable_to_parent,basic_average_shares,provision_for_loan_lease_and_other_losses,cost_of_revenue,nonoperating_income_loss,diluted_earnings_per_share,preferred_stock_dividends_and_other_adjustments,net_income_loss_available_to_common_stockholders_basic,income_tax_expense_benefit,operating_income_loss,costs_and_expenses,revenues,other_operating_expenses,diluted_average_shares,participating_securities_distributed_and_undistributed_earnings_loss_basic,net_income_loss_attributable_to_noncontrolling_interest,basic_earnings_per_share,operating_expenses,income_loss_from_continuing_operations_after_tax,benefits_costs_expenses,net_income_loss,income_loss_from_continuing_operations_before_tax,depreciation_and_amortization,noncurrent_assets,other_noncurrent_liabilities,other_noncurrent_assets,current_liabilities,fixed_assets,long_term_debt,other_current_assets,current_assets,inventory,liabilities,accounts_payable,equity_attributable_to_noncontrolling_interest,assets,liabilities_and_equity,equity_attributable_to_parent,other_current_liabilities,noncurrent_liabilities,equity,other_comprehensive_income_loss,comprehensive_income_loss,comprehensive_income_loss_attributable_to_noncontrolling_interest,comprehensive_income_loss_attributable_to_parent,net_cash_flow_from_financing_activities_continuing,net_cash_flow_from_operating_activities,net_cash_flow_from_financing_activities,net_cash_flow_from_operating_activities_continuing,net_cash_flow_continuing,net_cash_flow_from_investing_activities,net_cash_flow,net_cash_flow_from_investing_activities_continuing,exchange_gains_losses,research_and_development,net_cash_flow_discontinued,net_cash_flow_from_operating_activities_discontinued,accounts_receivable,wages,intangible_assets,income_loss_from_discontinued_operations_net_of_tax,interest_expense_operating,selling_general_and_administrative_expenses,income_loss_from_equity_method_investments,income_tax_expense_benefit_current,income_tax_expense_benefit_deferred,income_loss_before_equity_method_investments,undistributed_earnings_loss_allocated_to_participating_securities_basic,cash,interest_income_expense_operating_net,interest_income_expense_after_provision_for_losses,other_comprehensive_income_loss_attributable_to_parent,common_stock_dividends,temporary_equity,redeemable_noncontrolling_interest,temporary_equity_attributable_to_parent,interest_and_dividend_income_operating,cost_of_revenue_goods,prepaid_expenses,net_cash_flow_from_investing_activities_discontinued,noninterest_income,noninterest_expense,interest_and_debt_expense,commitments_and_contingencies,cost_of_revenue_services,net_income_loss_attributable_to_nonredeemable_noncontrolling_interest,income_loss_from_discontinued_operations_net_of_tax_during_phase_out,redeemable_noncontrolling_interest_preferred,noncurrent_prepaid_expenses,net_income_loss_attributable_to_redeemable_noncontrolling_interest,interest_payable,redeemable_noncontrolling_interest_common,other_comprehensive_income_loss_attributable_to_noncontrolling_interest,other_operating_income_expenses,income_loss_from_discontinued_operations_net_of_tax_gain_loss_on_disposal,long_term_investments,net_cash_flow_from_financing_activities_discontinued,stockPrice,totalShares,totalEmployees,grossMargin,netProfitMargin,peRatio,priceToBookRatio,debtToEquity,marketCap,currentRatio,cashAndCashEquivalents,ROA,returnOnEquity,ROIC,researchAndDevelopment,incomeTaxExpenses,beta,quickRatio,enterpriseValue,enterpriseToRevenue,sector,industry,volume,quoteType,priceVolume,earningsYield,profitPerEmployee,grossMarginCheck1,grossMarginCheck2,netProfitMarginCheck1,netProfitMarginCheck2,peTimesPriceToBookRatioCheck,marketCapCheck,currentRatioCheck,ROACheck,returnOnEquityCheck,ROICCheck,researchAndDevelopmentCheck,incomeTaxExpensesCheck,betaCheck,priceVolumeCheck,earningsYieldCheck,profitPerEmployeeCheck,totalPasses
LOAN,N/A,5294668,22877300,N/A,N/A,N/A,0.47,0,5294668,N/A,5277878,3727840,9023718,N/A,22877300,0,0,0.47,3745840,5294018,3727840,5294668,5295878,N/A,0,N/A,N/A,16672006,N/A,N/A,N/A,59988878,N/A,16672006,N/A,0,59988878,59988878,43316872,N/A,0,43316872,0,5294668,0,5294668,-15382424,5076884,-15382424,5076884,32419,10337959,32419,10337959,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1796644,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.88,11438651,6,0,58.6750162183703,10.382978723404255,1.2886576131351313,0.3848848088569276,55820616.879999995,3.5981799670657506,59988878,8.826082728201717,12.223107892001066,12.22160732196914,NaN,0,0.26,N/A,-4168261.120000005,-0.46192280388194806,Real Estate,REIT - Mortgage,15577,EQUITY,76015.76,9.63%,882444.6666666666,0,0,1,1,1,0,1,0,0,0,0,0,0,1,14,2.784491143659575,21.784491143659576
MRBK,N/A,20251000,33773000,15437000,N/A,N/A,1.77,0,20251000,6450000,26701000,-20537000,6164000,N/A,34423000,0,0,1.7999999999999998,-20537000,20251000,-20537000,20251000,26701000,N/A,0,N/A,N/A,2353101000,12413000,N/A,N/A,2541130000,N/A,2353101000,N/A,0,2541130000,2541130000,188029000,N/A,0,188029000,1361000,21612000,0,21612000,142379000,29772000,142379000,29772000,7642000,-164509000,7642000,-164509000,N/A,N/A,N/A,N/A,N/A,N/A,2614000,N/A,10238000,N/A,N/A,N/A,-1842000,N/A,N/A,N/A,83350000,67913000,1361000,N/A,N/A,N/A,N/A,163516000,N/A,N/A,N/A,41845000,83057000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.62,11517456,322,0,328.5366645035691,9.954802259887007,1.0792886986581858,12.514564242749788,202937574.72,1.0799068973239994,2541130000,0.796928925320625,10.770147158151136,10.770147158151136,NaN,24.156398636755178,0.824,N/A,-2338192425.28,-379.330373990915,Financial Services,Banks - Regional,41280,EQUITY,727353.6000000001,10.05%,62891.30434782609,0,0,1,1,1,0,0,0,0,0,0,1,0,1,15,1.0722107615416798,21.07221076154168
LARK,N/A,17317000,5787192000,3250000,N/A,N/A,2.98,0,17317000,2204000,19521000,59610000,79131000,N/A,5833330000,0,0,3,59610000,17317000,59610000,17317000,19521000,N/A,0,N/A,N/A,1461348000,19449000,N/A,N/A,1617075000,N/A,1461348000,N/A,0,1617075000,1617075000,155727000,N/A,0,155727000,3061000,20378000,0,20378000,35506000,17676000,35506000,17676000,2736000,-50446000,2736000,-50446000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3020000,N/A,N/A,N/A,-1008000,N/A,N/A,N/A,53295000,49945000,N/A,N/A,N/A,N/A,N/A,79131000,N/A,N/A,N/A,14423000,44847000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.53,6074231,287,0,21.88396456508827,9.238255033557047,1.0738252161153816,9.384037450153153,167223579.43,1.1065639395954967,1617075000,1.0708841581250097,11.12010120274583,11.12010120274583,NaN,11.290405204651401,0.261,N/A,-1449851420.57,-18.322167299414893,Financial Services,Banks - Regional,4027,EQUITY,110863.31,10.82%,60337.979094076654,0,0,1,1,1,0,0,0,0,0,0,0,0,1,16,1.0368644100018467,21.036864410001847
LCNB,N/A,23584000,42322484,1075000,N/A,N/A,1.67,135000,23449000,5069000,28653000,75801000,104454000,N/A,42322484,135000,0,1.67,75801000,23584000,75801000,23584000,28653000,N/A,0,N/A,N/A,1974495000,39422000,104717000,N/A,2244365000,N/A,1974495000,N/A,0,2244365000,2244365000,269870000,N/A,0,269870000,27945000,27945000,0,27945000,-130791000,60025000,-130791000,60025000,-3509000,67257000,-3509000,67257000,N/A,N/A,N/A,N/A,N/A,N/A,9680000,N/A,N/A,N/A,N/A,N/A,5518000,N/A,N/A,N/A,68679000,67604000,4361000,N/A,N/A,N/A,N/A,104454000,N/A,N/A,N/A,22162000,61113000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.47,14186645,393,0,22.578359852183734,9.862275449101796,0.865802212732056,7.316467187905288,233654043.14999998,1.1366779860166776,2244365000,1.0508094717214,8.739022492311113,6.296000662062484,NaN,17.690992217219836,0.57,N/A,-1905993956.85,-18.247208884772242,Financial Services,Banks - Regional,13126,EQUITY,216185.21999999997,10.14%,60010.178117048345,0,0,1,1,1,0,0,0,0,0,0,1,0,1,15,1.0322681434623293,21.03226814346233
SUNS,N/A,12366680,25474891,408129,N/A,N/A,1.09,222878,12143802,0,12774809,7426152,19792832,N/A,25539106,222878,0,1.09,7018023,12366680,7426152,12366680,12366680,N/A,0,N/A,N/A,74219911,N/A,N/A,N/A,258831482,N/A,74219911,N/A,0,258831482,258831482,184611571,N/A,0,184611571,0,12366680,0,12366680,75189150,-2938373,75189150,-2938373,-64623751,-136874528,-64623751,-136874528,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.8999999999999999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.77,13420986,N/A,0,62.480599037065545,8.963302752293577,0.710264435266628,0.40203282274218877,131123033.22,3.487359099635676,258831482,4.777888649573161,6.698756710108923,6.698756710108923,NaN,0,,N/A,-127708448.78,-6.452257503120322,Real Estate,REIT - Mortgage,195914,EQUITY,1914079.78,11.16%,N/A,0,0,1,1,1,0,1,0,0,0,0,0,0,0,17,0,21
NCSM,N/A,12259000,7760000,-9000,N/A,4341000,4.5600000000000005,0,13431000,-1514000,8259000,165400000,178000000,108074000,8217000,0,1855000,4.77,169741000,14114000,165400000,14114000,12600000,N/A,50688000,N/A,44397000,25365000,N/A,N/A,67239000,111336000,44097000,34911000,7924000,16976000,162024000,162024000,110137000,17441000,9546000,127113000,-2075000,13727000,1855000,11872000,-5384000,19687000,-5384000,19687000,9454000,-4849000,9454000,-4849000,N/A,N/A,N/A,N/A,N/A,N/A,6291000,N/A,N/A,59667000,N/A,N/A,-2098000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.41,2540920,252,0,7.929213483146068,8.861842105263156,0.8077740058058577,0.27464539425550494,102678577.19999999,4.389355410999409,0,8.711055152323112,11.10350632901434,11.10350632901434,NaN,-12.015873015873016,0.514,N/A,102678577.19999999,0.5768459393258426,Energy,Oil & Gas Equipment & Services,4991,EQUITY,201686.30999999997,11.28%,56007.93650793651,0,0,0,0,1,0,1,0,0,0,0,0,0,1,17,0.9750762638530996,20.9750762638531
TZOO,74030000,7936000,11328000,N/A,15893000,N/A,0.66,0,7936000,3642000,11203000,78079000,89923000,59145000,11791000,0,265000,0.6799999999999999,62827000,8201000,78079000,8201000,11843000,409000,21741000,N/A,20011000,35847000,278000,N/A,N/A,24423000,N/A,49247000,8405000,5016000,46164000,46164000,-8099000,27442000,13400000,-3083000,-517000,7684000,0,7684000,-14844000,12052000,-14844000,12052000,-2889000,-97000,-2859000,-97000,30000,2607000,N/A,N/A,N/A,N/A,1452000,N/A,N/A,N/A,N/A,N/A,-475000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.01,10932337,227,0.8232599001367837,9.12002491020095,10.621212121212121,-24.857503201427182,0,76635682.37,0.6813122437024018,24423000,17.764925049822374,0,0,3.5215453194650816,30.75234315629486,0.847,N/A,52212682.370000005,0.5806376830176929,Communication Services,Internet Content & Information,124435,EQUITY,872289.35,9.42%,36127.75330396476,1,1,0,0,1,0,0,1,0,0,1,1,0,1,13,0.6621216407116693,20.662121640711668
HWBK,N/A,22213000,20822184,285000,N/A,N/A,3.1899999999999995,0,22213000,4991000,45786000,50510000,96296000,N/A,6950480,0,0,3.2,50510000,22213000,69092000,22213000,27204000,N/A,0,N/A,N/A,1767167000,30031000,N/A,N/A,1932105000,N/A,1767167000,N/A,0,1932105000,1932105000,164938000,N/A,0,164938000,3877000,26090000,0,26090000,95060000,13715000,95060000,13715000,45651000,-63124000,45651000,-63124000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5782000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63648000,63363000,3877000,N/A,N/A,N/A,N/A,96296000,N/A,N/A,N/A,14246000,50510000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.21,6897646,259,0,23.067417130514247,10.097178683385582,1.3470102563387456,10.714128945421916,222173177.66,1.0933346989843065,1932105000,1.14967871828912,13.467484751846149,13.467484751846149,NaN,18.346566681370387,0.539,N/A,-1709931822.34,-17.757038945958293,Financial Services,Banks - Regional,5647,EQUITY,181889.87,9.90%,85764.47876447876,0,0,1,1,1,0,0,0,0,0,0,1,0,1,14,1.3539289654316229,20.353928965431624
FUNC,N/A,24924000,6468000,2555000,N/A,N/A,3.84,0,24924000,8121000,33045000,-8903000,24142000,N/A,6483000,0,0,3.84,-8903000,24924000,-8903000,24924000,31070000,N/A,0,N/A,N/A,1824875000,30369000,95929000,N/A,2023974000,N/A,1824875000,N/A,0,2023974000,2023974000,199099000,N/A,0,199099000,5160000,30084000,0,30084000,78108000,18722000,78108000,18722000,32783000,-64047000,32783000,-64047000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65826000,63271000,N/A,N/A,N/A,N/A,N/A,98420000,N/A,N/A,N/A,20391000,50617000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.73,6496908,326,0,103.23916825449425,10.0859375,1.2638197421383333,9.165666326802244,251625246.83999997,1.1091028152613194,2023974000,1.2314387437783292,12.518395371147017,8.448011714142387,NaN,26.137753459929193,0.529,N/A,-1676419753.16,-69.4399698931323,Financial Services,Banks - Regional,11882,EQUITY,460189.86,9.91%,76453.98773006134,0,0,1,1,1,0,0,0,0,0,0,1,0,1,14,1.2466451474240332,20.246645147424033
UNB,N/A,11333000,4550307,1116000,N/A,N/A,2.47,0,11333000,932000,N/A,0,74813000,N/A,4587619,0,0,2.5,N/A,11333000,0,11333000,74813000,N/A,0,N/A,N/A,1496238000,19980000,N/A,N/A,1573917000,N/A,1496238000,N/A,0,1573917000,1573917000,77679000,N/A,0,77679000,14799000,17800000,0,17800000,40807000,19816000,40807000,19816000,-11788000,-72411000,-11788000,-72411000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1831000,N/A,N/A,N/A,42314000,41198000,-699000,N/A,N/A,N/A,N/A,74813000,N/A,N/A,N/A,11335000,40268000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.52,4582423,201,0,15.148436769010734,9.522267206477732,1.3874868234658015,19.26180821071332,107778588.96,1.0519162058442575,1573917000,0.7200506761157036,14.589528701450844,14.589528701450844,NaN,1.2457727934984562,0.379,N/A,-1466138411.04,-19.597374935372194,Financial Services,Banks - Regional,6801,EQUITY,159959.52,10.50%,56383.08457711443,0,0,1,0,1,0,0,0,0,0,0,0,0,1,16,0.9805214950965462,19.980521495096546
SBFG,N/A,13691000,6379000,1032000,N/A,N/A,2.1100000000000003,28000,13663000,3108000,16799000,29839000,46638000,N/A,6403000,9854000,0,2.12,29839000,13691000,29839000,13691000,16799000,N/A,0,N/A,N/A,1359324000,21764000,N/A,N/A,1496263000,N/A,1359324000,N/A,0,1496263000,1496263000,136939000,N/A,0,136939000,15149000,15149000,0,15149000,33020000,21725000,33020000,21725000,35677000,-19068000,35677000,-19068000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9826000,N/A,46638000,45606000,N/A,0.5900000000000001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17956000,46763000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.89,6240963,252,0,29.355890046743,10.374407582938387,0.9976316467186119,9.926492817970045,136614680.07,1.100740515138407,1496263000,0.9150129355601255,9.997882268747398,9.997882268747398,NaN,18.501101256027145,0.237,N/A,-1359648319.93,-29.153229553797335,Financial Services,Banks - Regional,9354,EQUITY,204759.06,9.64%,54329.36507936508,0,0,1,1,1,0,0,0,0,0,0,1,0,1,14,0.9504984146185047,19.950498414618504
CFBK,N/A,16222000,6287593,8459000,N/A,N/A,2.49,473000,15749000,3635000,19857000,100063000,119920000,N/A,12668057,946000,0,2.5100000000000002,100063000,16222000,100063000,16222000,19857000,N/A,0,N/A,N/A,1931726000,3616000,N/A,N/A,2111017000,N/A,1931726000,N/A,0,2111017000,2111017000,179291000,N/A,0,179291000,16773000,16773000,0,16773000,22673000,28275000,22673000,28275000,38841000,-12107000,38841000,-12107000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-246000,N/A,474000,N/A,53233000,44774000,551000,N/A,N/A,N/A,N/A,119920000,N/A,N/A,N/A,5950000,30867000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.88,6443775,103,0,13.527351567711806,10.393574297188755,0.9301353497944681,10.774249683475468,166764897,1.092813887683864,2111017000,0.7684447827753164,9.047860740360642,9.047860740360642,NaN,18.305887092712897,0.473,N/A,-1944252103,-16.212909464643097,Financial Services,Banks - Regional,32480,EQUITY,840582.4,9.62%,157495.14563106795,0,0,1,0,1,0,0,0,0,0,0,1,0,1,14,1.9195631423176802,19.91956314231768
BOTJ,N/A,7917000,4543338,-372000,N/A,N/A,1.75,0,7917000,1809000,9726000,-5651000,4075000,N/A,4543338,0,0,1.75,-5651000,7917000,-5651000,7917000,9726000,N/A,0,N/A,N/A,943153000,18834000,N/A,N/A,1020125000,N/A,943153000,N/A,0,1020125000,1020125000,76972000,N/A,0,76972000,9956000,9956000,0,9956000,-738000,11572000,-738000,11572000,-23756000,-34590000,-23756000,-34590000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31955000,32327000,2039000,N/A,N/A,N/A,N/A,46279000,N/A,N/A,N/A,15343000,37944000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.21,4543338,173,0,194.28220858895708,10.405714285714286,1.0748607932754768,12.253195967364755,82734184.98,1.0816113610411036,1020125000,0.7760813625781154,10.285558384867224,10.285558384867224,NaN,18.599629858112277,0.105,N/A,-937390815.02,-230.03455583312882,Financial Services,Banks - Regional,430,EQUITY,7830.3,9.61%,45763.00578034682,0,0,1,1,1,0,0,0,0,0,0,1,0,1,14,0.8196752135740895,19.81967521357409
PLBC,N/A,26395000,6268000,6333000,N/A,N/A,4.24,0,26395000,9881000,36276000,48128000,84404000,N/A,6365000,0,0,4.289999999999999,48128000,26395000,48128000,26395000,36276000,N/A,0,N/A,N/A,1983458000,24983000,N/A,N/A,2229408000,N/A,1983458000,N/A,0,2229408000,2229408000,245950000,N/A,0,245950000,-1774000,24621000,0,24621000,-115969000,23456000,-115969000,23456000,-30680000,61833000,-30680000,61833000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80855000,74522000,N/A,N/A,N/A,N/A,N/A,92296000,N/A,N/A,N/A,10023000,48269000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45.3,6955514,197,0,31.272214586986397,10.683962264150942,1.2810928408213051,8.06447651961781,315084784.2,1.124000609037348,2229408000,1.183946590305588,10.731856068306566,10.731856068306566,NaN,27.238394530819278,0.592,N/A,-1914323215.8,-22.68047978531823,Financial Services,Banks - Regional,4779,EQUITY,216488.69999999998,9.36%,133984.77157360406,0,0,1,1,1,0,0,0,0,0,0,1,0,1,13,1.7754684014667983,19.7754684014668
OVLY,N/A,23586000,8242846,-60000,N/A,N/A,2.8400000000000003,0,23586000,6637000,30223000,56343000,86566000,N/A,8294857,0,0,2.87,56343000,23586000,56343000,23586000,30223000,N/A,0,N/A,N/A,1797136000,18879000,N/A,N/A,1995416000,N/A,1797136000,N/A,0,1995416000,1995416000,198280000,N/A,0,198280000,17329000,17329000,0,17329000,79275000,24945000,79275000,24945000,33248000,-70972000,33248000,-70972000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-2973000,N/A,N/A,N/A,73004000,73064000,-6257000,N/A,N/A,N/A,N/A,86566000,N/A,N/A,N/A,6719000,49560000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.04,8388221,231,0,27.24626296698473,10.577464788732392,1.2708400183578776,9.063627193867259,251982158.84,1.110331104601989,1995416000,1.1820091650061941,11.895299576356667,11.895299576356667,NaN,21.96009661516064,0.246,N/A,-1743433841.16,-20.13993763325093,Financial Services,Banks - Regional,5559,EQUITY,166992.36,9.45%,102103.8961038961,0,0,1,1,1,0,0,0,0,0,0,1,0,1,13,1.5198808658201162,19.519880865820117
FLXS,101523000,23341000,15834000,N/A,345982000,N/A,4.11,0,23341000,7007000,29555000,417559000,447505000,N/A,16557000,0,0,4.43,71968000,23341000,101061000,23341000,130697000,N/A,106107000,N/A,69667000,58506000,36440000,N/A,88395000,175367000,86972000,109290000,N/A,0,281474000,281474000,172184000,52617000,50784000,172184000,0,23341000,0,23341000,-13197000,38695000,-13197000,38695000,32845000,7347000,32845000,7347000,N/A,N/A,N/A,N/A,N/A,5889000,N/A,N/A,19000,67335000,N/A,N/A,-499000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.81,5340446,1400,0.22686450430721444,5.215807644607323,9.929440389294404,1.2657598920921806,0.6347279654323282,217943601.26000002,2.9974190681297643,0,8.292417772156575,13.5558472331924,13.5558472331924,0,5.361255422848267,0.565,N/A,217943601.26000002,0.4870193657277573,Consumer Cyclical,"Furnishings, Fixtures & Appliances",34967,EQUITY,1427003.27,10.07%,16672.14285714286,1,0,0,0,1,0,1,0,0,0,1,0,0,0,15,0.31551250020768745,19.31551250020769
MVBF,N/A,32155000,25561371,6594000,N/A,N/A,2.45,0,32155000,11497000,43632000,129259000,172891000,N/A,26177656,0,2775000,2.5,129259000,34930000,129259000,34930000,43632000,N/A,0,N/A,N/A,2905201000,N/A,N/A,N/A,3232953000,N/A,2905201000,N/A,0,3232953000,3232953000,327752000,N/A,0,327752000,12992000,47922000,-18000,47940000,-247264000,8456000,-247264000,8456000,-310869000,-72061000,-310869000,-72061000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6674000,N/A,2575000,36958000,N/A,N/A,103933000,97339000,N/A,0.6800000000000002,N/A,N/A,N/A,172891000,N/A,N/A,N/A,70845000,124221000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.98,12584334,453,0,20.203480805825635,10.604081632653061,0.997525559935561,8.864022187507627,326940997.32,1.1128156020874287,3232953000,1.0804363688553469,10.657448314579316,10.657448314579316,NaN,26.349926659332603,0.944,N/A,-2906012002.68,-16.808347471412624,Financial Services,Banks - Regional,22994,EQUITY,597384.12,9.43%,77108.16777041943,0,0,1,1,1,0,0,0,0,0,0,1,0,1,13,1.254505272970095,19.254505272970096
GENC,32528000,15192000,N/A,N/A,84999000,6797000,1.04,0,15192000,7085000,15480000,95250000,117527000,N/A,N/A,0,0,1.04,17048000,15192000,95250000,15192000,22277000,N/A,14824000,N/A,4183000,8279000,10641000,N/A,152460000,205332000,52872000,10275000,2539000,0,220156000,220156000,209881000,5740000,1996000,209881000,0,15192000,0,15192000,906000,122000,906000,122000,0,-1028000,0,-1028000,N/A,2893000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14155000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.6,14657702,318,0.27677044423834524,12.926391382405743,12.115384615384615,0.8799607644331788,0.04895631333946379,184687045.2,24.8015460804445,0,6.900561420083941,7.238387467183785,7.238387467183785,8.89387604525332,31.80410288638506,0.499,N/A,184687045.2,1.5714435423349526,Industrials,Farm & Heavy Construction Machinery,17212,EQUITY,216871.19999999998,8.25%,47773.58490566038,1,0,1,0,1,0,1,0,0,0,1,1,0,1,11,0.8511826163134992,18.851182616313498
WEYS,123910000,24385000,9508000,N/A,155933000,N/A,2.54,0,24385000,9146000,30518000,246312000,279843000,N/A,9608000,0,0,2.58,93392000,24385000,246312000,24385000,33531000,N/A,112870000,N/A,85536000,21181000,27334000,N/A,123996000,191174000,67178000,52717000,7697000,0,304044000,304044000,251327000,13484000,31536000,251327000,1366000,25751000,0,25751000,-34060000,33682000,-34060000,33682000,-1000000,-622000,-1000000,-622000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93392000,N/A,N/A,2939000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.33,9548388,580,0.4427839895941653,8.71381453171957,12.334645669291337,1.1902859463567383,0.2097546224639613,299150996.03999996,9.025730607620037,0,8.020220757521937,9.702499134593577,9.702499134593577,0,27.276251826667856,0.902,N/A,299150996.03999996,1.068995815653777,Consumer Cyclical,Footwear & Accessories,7310,EQUITY,229022.3,8.11%,42043.10344827586,1,1,0,0,1,0,1,0,0,0,1,1,0,1,11,0.7601131915732656,18.760113191573264
TSBK,N/A,27070000,7901232,1203000,N/A,N/A,3.39,0,27070000,6780000,N/A,0,100701000,N/A,7934751,0,0,3.41,N/A,27070000,0,27070000,100701000,N/A,0,N/A,N/A,1700528000,21490000,N/A,N/A,1957192000,N/A,1700528000,N/A,0,1957192000,1957192000,256664000,N/A,0,256664000,-795000,26275000,0,26275000,29067000,26692000,29067000,26692000,34714000,-21045000,34714000,-21045000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68352000,67149000,N/A,N/A,N/A,N/A,N/A,100701000,N/A,N/A,N/A,11191000,44490000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.82,7880773,280,0,26.881560262559457,10.566371681415928,1.0998398250631174,6.625502602624443,282289288.86,1.150931945842703,1957192000,1.3831039570977195,10.546862824548827,10.546862824548827,NaN,6.732803050615188,0.349,N/A,-1674902711.1399999,-16.632433750806843,Financial Services,Banks - Regional,11170,EQUITY,400109.4,9.46%,96678.57142857143,0,0,1,1,1,0,0,0,0,0,0,0,0,1,13,1.4677501299316014,18.467750129931602
