Ticker,fixed_assets,other_current_liabilities,other_current_assets,equity_attributable_to_parent,inventory,liabilities_and_equity,noncurrent_assets,noncurrent_liabilities,long_term_debt,current_liabilities,other_noncurrent_liabilities,assets,other_noncurrent_assets,liabilities,current_assets,equity,accounts_payable,equity_attributable_to_noncontrolling_interest,comprehensive_income_loss_attributable_to_noncontrolling_interest,other_comprehensive_income_loss,comprehensive_income_loss_attributable_to_parent,comprehensive_income_loss,net_cash_flow_from_operating_activities,net_cash_flow_from_investing_activities,net_cash_flow,net_cash_flow_from_financing_activities_continuing,net_cash_flow_from_financing_activities,net_cash_flow_from_operating_activities_continuing,net_cash_flow_continuing,net_cash_flow_from_investing_activities_continuing,operating_income_loss,net_income_loss_attributable_to_noncontrolling_interest,other_operating_expenses,cost_of_revenue,operating_expenses,income_tax_expense_benefit,depreciation_and_amortization,net_income_loss,diluted_earnings_per_share,net_income_loss_attributable_to_parent,benefits_costs_expenses,provision_for_loan_lease_and_other_losses,revenues,basic_average_shares,costs_and_expenses,gross_profit,income_loss_from_continuing_operations_before_tax,preferred_stock_dividends_and_other_adjustments,diluted_average_shares,basic_earnings_per_share,nonoperating_income_loss,income_loss_from_continuing_operations_after_tax,participating_securities_distributed_and_undistributed_earnings_loss_basic,net_income_loss_available_to_common_stockholders_basic,exchange_gains_losses,research_and_development,income_loss_from_equity_method_investments,interest_expense_operating,income_loss_before_equity_method_investments,income_loss_from_discontinued_operations_net_of_tax,selling_general_and_administrative_expenses,net_cash_flow_from_operating_activities_discontinued,net_cash_flow_discontinued,accounts_receivable,intangible_assets,wages,undistributed_earnings_loss_allocated_to_participating_securities_basic,income_tax_expense_benefit_deferred,income_tax_expense_benefit_current,interest_income_expense_operating_net,interest_income_expense_after_provision_for_losses,other_comprehensive_income_loss_attributable_to_parent,cash,common_stock_dividends,redeemable_noncontrolling_interest,temporary_equity,temporary_equity_attributable_to_parent,interest_and_dividend_income_operating,cost_of_revenue_goods,prepaid_expenses,cost_of_revenue_services,net_cash_flow_from_investing_activities_discontinued,noninterest_expense,noninterest_income,interest_and_debt_expense,commitments_and_contingencies,other_comprehensive_income_loss_attributable_to_noncontrolling_interest,net_income_loss_attributable_to_nonredeemable_noncontrolling_interest,income_loss_from_discontinued_operations_net_of_tax_during_phase_out,noncurrent_prepaid_expenses,redeemable_noncontrolling_interest_preferred,net_income_loss_attributable_to_redeemable_noncontrolling_interest,interest_payable,redeemable_noncontrolling_interest_common,other_operating_income_expenses,long_term_investments,net_cash_flow_from_financing_activities_discontinued,stockPrice,totalShares,totalEmployees,grossMargin,netProfitMargin,peRatio,priceToBookRatio,debtToEquity,marketCap,currentRatio,cashAndCashEquivalents,ROA,returnOnEquity,ROIC,researchAndDevelopment,incomeTaxExpenses,beta,quickRatio,enterpriseValue,enterpriseToRevenue,sector,industry,volume,quoteType,priceVolume,earningsYield,profitPerEmployee,grossMarginCheck1,grossMarginCheck2,netProfitMarginCheck1,netProfitMarginCheck2,peTimesPriceToBookRatioCheck,marketCapCheck,currentRatioCheck,ROACheck,returnOnEquityCheck,ROICCheck,researchAndDevelopmentCheck,incomeTaxExpensesCheck,betaCheck,priceVolumeCheck,earningsYieldCheck,profitPerEmployeeCheck,totalPasses
LCNB,39422000,N/A,N/A,269870000,N/A,2244365000,0,0,104717000,1974495000,N/A,2244365000,N/A,1974495000,2244365000,269870000,N/A,0,0,27945000,27945000,27945000,60025000,67257000,-3509000,-130791000,-130791000,60025000,-3509000,67257000,28653000,0,N/A,N/A,75801000,5069000,N/A,23584000,1.67,23584000,75801000,1075000,104454000,42322484,75801000,N/A,28653000,135000,42322484,1.67,N/A,23584000,135000,23449000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9680000,N/A,N/A,5518000,N/A,68679000,67604000,4361000,N/A,N/A,N/A,N/A,N/A,104454000,N/A,N/A,N/A,N/A,61113000,22162000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.47,14186645,393,0,22.578359852183734,9.862275449101796,0.865802212732056,7.316467187905288,233654043.14999998,1.1366779860166776,2244365000,1.0508094717214,8.739022492311113,6.296000662062484,NaN,17.690992217219836,0.57,N/A,-1905993956.85,-18.247208884772242,Financial Services,Banks - Regional,13126,EQUITY,216185.21999999997,1.5132427073601522,60010.178117048345,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-2,1.0322681434623293,4.032268143462329
ACR,N/A,N/A,N/A,432928000,N/A,1688647000,0,0,1193801000,1254146000,N/A,1688647000,N/A,1254146000,1688647000,434501000,N/A,1573000,8265000,401000,10183000,18448000,-9417000,149722000,-2170000,-142475000,-142475000,-9417000,-2170000,149722000,5078000,2979000,15940000,N/A,15959000,0,19000,18047000,1.34,9782000,2990000,-3960000,21037000,7106510,15959000,N/A,18047000,0,7314332,1.38,12969000,18047000,0,9782000,N/A,N/A,-827000,N/A,18874000,N/A,N/A,N/A,N/A,N/A,6442000,N/A,N/A,N/A,N/A,8371000,12331000,401000,N/A,N/A,N/A,N/A,N/A,28288000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2979000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.65,7285680,4,0,85.78694680800496,16.156716417910445,0.3630255672599142,2.886405324728827,157734972,1.3464516890377993,1688647000,1.0687254352152937,4.15350022209385,1.1083324837775794,NaN,0,1.218,N/A,-337111028,-16.024672149070685,Real Estate,REIT - Mortgage,15751,EQUITY,341009.14999999997,1.0584974828318843,4511750,0,0,1,1,1,0,0,0,0,0,0,0,0,1,-3,2.9576761419743116,3.9576761419743116
NKSH,19812000,N/A,N/A,179220000,N/A,1802407000,0,0,N/A,1623187000,N/A,1802407000,N/A,1623187000,1802407000,179220000,N/A,0,0,7842000,20866000,20866000,16166000,-22762000,-7465000,-869000,-869000,16166000,-7465000,-22762000,15621000,0,N/A,N/A,-7617000,2597000,N/A,13024000,2.05,13024000,-7617000,573000,8004000,6428403,-7617000,N/A,15621000,0,6430954,2.05,N/A,13024000,0,13024000,N/A,N/A,N/A,67000,N/A,N/A,N/A,N/A,N/A,N/A,1579000,N/A,N/A,N/A,N/A,42972000,42414000,N/A,N/A,N/A,N/A,N/A,N/A,74114000,N/A,N/A,N/A,N/A,36359000,9566000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.87,6366001,242,0,162.71864067966018,16.521951219512196,1.2030825458654166,9.056952349068185,215616453.86999997,1.1104124170536112,1802407000,0.7225892930952887,7.2670460886061825,7.2670460886061825,NaN,16.62505601433967,0.67,N/A,-1586790546.13,-198.24969341954025,Financial Services,Banks - Regional,8523,EQUITY,288674.00999999995,1.0394882949321387,53818.181818181816,0,0,1,1,1,0,0,0,0,0,0,1,1,1,-3,0.9429443292014792,3.942944329201479
WHF,N/A,N/A,N/A,265245000,N/A,626005000,0,0,323526000,360760000,N/A,626005000,N/A,360760000,626005000,265245000,N/A,0,0,0,9859000,9859000,97387000,-25269000,7000,-72111000,-72111000,97387000,14000,-25276000,N/A,0,N/A,N/A,N/A,N/A,N/A,9859000,0.43,9859000,0,N/A,27483000,23243088,0,N/A,27483000,0,23243088,0.43,N/A,9859000,0,9859000,-7000,N/A,N/A,24606000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.98,23243088,3,0,35.87308517992941,16.232558139534884,0.6116486804275293,1.3601010386623686,162236754.24,1.7352394944007097,626005000,1.5749075486617519,3.7169409413938057,1.6745050282707539,NaN,0,0.587,N/A,-140242245.76,-5.102872530655314,Financial Services,Asset Management,172033,EQUITY,1200790.34,1.054499115018631,3286333.3333333335,0,0,1,1,1,0,1,0,0,0,0,0,0,0,-3,2.941902722967059,3.941902722967059
PLBC,24983000,N/A,N/A,245950000,N/A,2229408000,0,0,N/A,1983458000,N/A,2229408000,N/A,1983458000,2229408000,245950000,N/A,0,0,-1774000,24621000,24621000,23456000,61833000,-30680000,-115969000,-115969000,23456000,-30680000,61833000,36276000,0,N/A,N/A,48128000,9881000,N/A,26395000,4.24,26395000,48128000,6333000,84404000,6268000,48128000,N/A,36276000,0,19051000,4.289999999999999,N/A,26395000,0,26395000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80855000,74522000,N/A,N/A,N/A,N/A,N/A,N/A,92296000,N/A,N/A,N/A,N/A,48269000,10023000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45.3,6955514,197,0,31.272214586986397,10.683962264150942,1.2810928408213051,8.06447651961781,315084784.2,1.124000609037348,2229408000,1.183946590305588,10.731856068306566,10.731856068306566,NaN,27.238394530819278,0.592,N/A,-1914323215.8,-22.68047978531823,Financial Services,Banks - Regional,4779,EQUITY,216488.69999999998,1.4368691604521273,133984.77157360406,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-3,1.7754684014667983,3.7754684014667985
PFX,N/A,N/A,N/A,160774300,N/A,316909795,0,0,N/A,156135495,N/A,316909795,N/A,156135495,316909795,160774300,N/A,0,0,0,4155515,4155515,-67328360,60282188,0,7046172,7046172,-67328360,0,60282188,N/A,0,N/A,N/A,N/A,N/A,N/A,4155515,2.06,4155515,0,N/A,5140321,2015157,0,N/A,5140321,0,2015157,2.06,N/A,4155515,0,4155515,N/A,N/A,N/A,10279000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10278961,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45,2000560,7,0,80.84154666605451,21.844660194174757,0.5599477030843859,0.9711470987589435,90025200,2.0297101245299793,316909795,1.3112611429381664,2.584688597617903,2.584688597617903,NaN,0,0.231,N/A,-226884595,-44.138215298227486,Financial Services,Asset Management,589,EQUITY,26505,0.8199084719707621,593645,0,0,1,1,1,0,1,0,0,0,0,0,0,1,-4,2.681274793687716,3.681274793687716
EPSN,106409511,6234608,N/A,100218033,N/A,126293005,107156482,16150346,N/A,9924626,N/A,126293005,746971,26074972,19136523,100218033,2963805,0,0,1229769,5986371,6036487,25905713,-15976435,4429334,-5499944,-5499944,25905713,4429334,-15976435,9213945,0,N/A,N/A,36495660,4832007,N/A,5879013,0.27,5879013,34998585,N/A,45709605,22003722,36495660,N/A,8873333,0,22099619,0.27,1497075,5879013,0,5879013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,726213,N/A,-75977,4907984,N/A,N/A,31862,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.8,27748702,10,0,12.861657850685868,17.777777777777775,1.3290399503251076,0.2601824364283821,133193769.6,1.9281858077070109,19136523,4.655058290837248,5.866222698663423,5.866222698663423,NaN,54.45537770305702,0.002,N/A,114057246.6,2.495257760376621,Energy,Oil & Gas E&P,137241,EQUITY,658756.7999999999,0.9785917847597094,587901.3,0,0,1,0,1,0,1,0,0,0,0,1,0,1,-4,2.6782192207102162,3.6782192207102162
JAKK,16519000,108669000,240873000,255915000,71497000,485270000,170454000,48348000,N/A,181007000,N/A,485270000,153935000,229355000,314816000,255915000,72338000,0,0,600000,20492000,20492000,-8822000,-3655000,-15300000,-3423000,-3423000,-8822000,-15900000,-3655000,29363000,0,N/A,143567000,38280000,9831000,147000,19892000,1.74,19892000,181487000,N/A,211210000,11185000,181487000,67643000,29723000,0,11423000,1.78,N/A,19892000,0,19892000,600000,2845000,N/A,102000,N/A,N/A,38280000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2446000,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.77,11269529,680,0.3202641920363619,9.418114672600728,9.637931034482758,0.7384873935877146,0.8962155403161206,188990001.32999998,1.7392476534056693,2446000,4.09916129165207,7.772893343492957,7.772893343492957,4.2059045281847345,33.075396157857554,1.469,N/A,186544001.32999998,0.8832157631267458,Consumer Cyclical,Leisure,106152,EQUITY,1780169.04,1.5352085180327077,29252.941176470587,1,0,0,0,1,0,1,0,0,0,1,1,0,0,-2,0.543525011591315,3.5435250115913153
OVLY,18879000,N/A,N/A,198280000,N/A,1995416000,0,0,N/A,1797136000,N/A,1995416000,N/A,1797136000,1995416000,198280000,N/A,0,0,17329000,17329000,17329000,24945000,-70972000,33248000,79275000,79275000,24945000,33248000,-70972000,30223000,0,N/A,N/A,56343000,6637000,N/A,23586000,2.8400000000000003,23586000,56343000,-60000,86566000,8242846,56343000,N/A,30223000,0,8294857,2.87,N/A,23586000,0,23586000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-2973000,N/A,73004000,73064000,-6257000,N/A,N/A,N/A,N/A,N/A,86566000,N/A,N/A,N/A,N/A,49560000,6719000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.04,8388221,231,0,27.24626296698473,10.577464788732392,1.2708400183578776,9.063627193867259,251982158.84,1.110331104601989,1995416000,1.1820091650061941,11.895299576356667,11.895299576356667,NaN,21.96009661516064,0.246,N/A,-1743433841.16,-20.13993763325093,Financial Services,Banks - Regional,5559,EQUITY,166992.36,1.4464177371276852,102103.8961038961,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-3,1.5198808658201162,3.519880865820116
UBFO,N/A,N/A,N/A,137382000,N/A,1235620000,0,0,N/A,1098238000,N/A,1235620000,N/A,1098238000,1235620000,137382000,N/A,0,0,12024000,12024000,12024000,23200000,30123000,18852000,-34471000,-34471000,23200000,18852000,30123000,15713000,0,N/A,N/A,-12727000,4343000,N/A,11370000,0.65,11370000,-12727000,5701000,2986000,17471790,-12727000,N/A,15713000,0,17483720,0.65,N/A,11370000,0,11370000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-682000,N/A,48380000,42061000,654000,N/A,0.36,N/A,N/A,N/A,61059000,N/A,N/A,N/A,N/A,30209000,3861000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.13,17577353,114,0,380.77695914266576,15.584615384615386,1.2960838093054405,7.99404579930413,178058585.89000002,1.1250931036806229,1235620000,0.9201858176462019,8.27619338778006,8.27619338778006,NaN,27.639534143702665,0.33,N/A,-1057561414.11,-354.1732800100469,Financial Services,Banks - Regional,23432,EQUITY,237366.16000000003,1.0895534222992653,99736.84210526316,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-3,1.497483717770729,3.497483717770729
HDSN,22781000,62196000,136945000,265889000,97414000,338946000,104587000,9024000,N/A,64033000,N/A,338946000,70174000,73057000,234359000,265889000,N/A,0,0,0,22735000,22735000,50089000,-5490000,33194000,-11405000,-11405000,50089000,33194000,-5490000,26521000,0,3490000,172520000,37806000,7932000,N/A,22735000,0.5100000000000001,22735000,206180000,N/A,236847000,43622392,206180000,64327000,30667000,0,45127520,0.53,N/A,22735000,0,22735000,N/A,N/A,N/A,N/A,N/A,N/A,34316000,N/A,N/A,N/A,11632000,1837000,N/A,1998000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,43003185,237,0.2715972758785207,9.599023842396145,13.725490196078429,1.1321351955139176,0.27476503352902903,301022295,3.6599722018334298,0,6.707558136104276,8.55056057226888,8.55056057226888,0,25.864936250692928,0.801,N/A,301022295,1.2709567568936908,Basic Materials,Specialty Chemicals,165556,EQUITY,1158892,1.2025337185456202,95928.2700421941,1,0,0,0,1,0,1,0,0,0,1,1,0,0,-3,1.4603155165496398,3.46031551654964
HWBK,30031000,N/A,N/A,164938000,N/A,1932105000,0,0,N/A,1767167000,N/A,1932105000,N/A,1767167000,1932105000,164938000,N/A,0,0,3877000,26090000,26090000,13715000,-63124000,45651000,95060000,95060000,13715000,45651000,-63124000,45786000,0,N/A,N/A,50510000,4991000,N/A,22213000,3.1899999999999995,22213000,69092000,285000,96296000,6937480,50510000,N/A,27204000,0,20860720,3.1999999999999997,N/A,22213000,0,22213000,N/A,N/A,N/A,5782000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63648000,63363000,3877000,N/A,N/A,N/A,N/A,N/A,96296000,N/A,N/A,N/A,N/A,50510000,14246000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.21,6897646,259,0,23.067417130514247,10.097178683385582,1.3470102563387456,10.714128945421916,222173177.66,1.0933346989843065,1932105000,1.14967871828912,13.467484751846149,13.467484751846149,NaN,18.346566681370387,0.539,N/A,-1709931822.34,-17.757038945958293,Financial Services,Banks - Regional,5647,EQUITY,181889.87,1.490765063578483,85764.47876447876,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-3,1.3539289654316229,3.353928965431623
FUNC,30369000,N/A,N/A,199099000,N/A,2023974000,0,0,95929000,1824875000,N/A,2023974000,N/A,1824875000,2023974000,199099000,N/A,0,0,5160000,30084000,30084000,18722000,-64047000,32783000,78108000,78108000,18722000,32783000,-64047000,33045000,0,N/A,N/A,-8903000,8121000,N/A,24924000,3.84,24924000,-8903000,2555000,24142000,6468000,-8903000,N/A,31070000,0,6483000,3.84,N/A,24924000,0,24924000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65826000,63271000,N/A,N/A,N/A,N/A,N/A,N/A,98420000,N/A,N/A,N/A,N/A,50617000,20391000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.73,6496908,326,0,103.23916825449425,10.0859375,1.2638197421383333,9.165666326802244,251625246.83999997,1.1091028152613194,2023974000,1.2314387437783292,12.518395371147017,8.448011714142387,NaN,26.137753459929193,0.529,N/A,-1676419753.16,-69.4399698931323,Financial Services,Banks - Regional,11882,EQUITY,460189.86,1.4918287342280927,76453.98773006134,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-3,1.2466451474240332,3.246645147424033
CAAS,108079000,N/A,474348000,357548000,122440000,845352000,248564000,4147000,N/A,442041000,N/A,845352000,140485000,446188000,596788000,399164000,N/A,41616000,7751000,-5855000,23469000,31235000,17415000,-64670000,-45318000,3373000,3373000,17415000,-43882000,-64670000,39244000,8241000,18600000,564935000,79396000,7086000,N/A,37090000,0.96,28834000,634212000,N/A,678635000,90540917,634212000,113700000,44423000,0,90540917,0.96,N/A,37337000,0,28834000,-1436000,31050000,-247000,N/A,44423000,N/A,29746000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.19,30170702,4414,0.1675421986782291,5.46538271677706,4.364583333333334,0.31670000646350877,1.1178062149893278,126415241.38000001,1.3500738619268349,0,4.387521411199121,9.291920113036246,9.353799440831336,27.308707124010557,15.95119645228823,0.861,N/A,126415241.38000001,0.18627869381921064,Consumer Cyclical,Auto Parts,14697,EQUITY,61580.43000000001,2.2140245365468267,8402.80924331672,0,0,0,0,1,0,0,0,0,0,1,1,0,1,-1,0.1601057215459445,3.1601057215459445
FCCO,29203000,N/A,N/A,161568000,N/A,2066598000,0,0,N/A,1905030000,N/A,2066598000,N/A,1905030000,2066598000,161568000,N/A,0,0,21657000,21657000,21657000,11037000,-91544000,22095000,102602000,102602000,11037000,22095000,-91544000,23850000,0,N/A,N/A,-22932000,5243000,N/A,18607000,2.4000000000000004,18607000,-22932000,643000,918000,7617047,-22932000,N/A,23850000,4647348,7702086,2.4299999999999997,N/A,18607000,4647348,13959652,N/A,N/A,N/A,35666000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59565000,58922000,3050000,N/A,0.61,N/A,N/A,N/A,95231000,N/A,N/A,N/A,N/A,51337000,16265000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.76,7689694,272,0,2026.9063180827884,12.399999999999999,1.4164023410576352,11.790886809269162,228845293.44,1.0848112628147588,2066598000,0.9003686251510937,11.516513170924936,11.516513170924936,NaN,21.9832285115304,0.381,N/A,-1837752706.56,-2001.9092664052287,Financial Services,Banks - Regional,16820,EQUITY,500563.2,1.29614988112382,68408.08823529411,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-3,1.1458428311245372,3.145842831124537
VIRC,35453000,12530000,43708000,113635000,53087000,181537000,84742000,43588000,3944000,24314000,39644000,181537000,49289000,67902000,96795000,113635000,5715000,0,0,5449000,5449000,5449000,1690000,-5888000,-12349000,-8151000,-8151000,1690000,-12349000,-5888000,5465000,0,N/A,119505000,76972000,1707000,N/A,3863000,0.27000000000000013,3863000,196372000,N/A,201942000,31496000,196372000,82437000,5570000,0,31501000,0.27000000000000013,N/A,3863000,0,3863000,N/A,N/A,N/A,148000,N/A,N/A,76972000,N/A,N/A,N/A,N/A,6069000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.43,15761141,810,0.40822117241584216,1.9129254934585178,23.814814814814802,0.891839104413253,0.5975447705372464,101344136.63,3.9810397301965947,0,2.1279408605408263,3.399480793769525,3.285450633191301,0,30.64631956912029,0.219,N/A,105288136.63,0.5213781017816996,Consumer Cyclical,"Furnishings, Fixtures & Appliances",38264,EQUITY,246037.52,0.7592620283700326,4769.135802469136,1,1,0,0,1,0,1,0,0,0,1,1,0,1,-4,0.0910148229089747,3.0910148229089747
LARK,19449000,N/A,N/A,155727000,N/A,1617075000,0,0,N/A,1461348000,N/A,1617075000,N/A,1461348000,1617075000,155727000,N/A,0,0,3061000,20378000,20378000,17676000,-50446000,2736000,35506000,35506000,17676000,2736000,-50446000,19521000,0,N/A,N/A,59610000,2204000,N/A,17317000,2.98,17317000,59610000,3250000,79131000,5787192000,59610000,N/A,19521000,0,5833330000,3,N/A,17317000,0,17317000,N/A,N/A,N/A,3020000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1008000,N/A,53295000,49945000,N/A,N/A,N/A,N/A,N/A,N/A,79131000,N/A,N/A,N/A,N/A,44847000,14423000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.53,6074231,287,0,21.88396456508827,9.238255033557047,1.0738252161153816,9.384037450153153,167223579.43,1.1065639395954967,1617075000,1.0708841581250097,11.12010120274583,11.12010120274583,NaN,11.290405204651401,0.261,N/A,-1449851420.57,-18.322167299414893,Financial Services,Banks - Regional,4027,EQUITY,110863.31,1.5755820185507496,60337.979094076654,0,0,1,1,1,0,0,0,0,0,0,0,0,1,-2,1.0368644100018467,3.0368644100018467
SEVN,N/A,N/A,N/A,266481000,N/A,700844000,0,0,N/A,434363000,N/A,700844000,N/A,434363000,700844000,266481000,N/A,0,0,0,15519000,15519000,15669000,-52600000,-4702000,32229000,32229000,15669000,-4702000,-52600000,15531000,0,N/A,N/A,14223000,12000,N/A,15519000,1.04,15519000,14223000,346000,29754000,14805000,14223000,N/A,15531000,88000,14805000,1.04,N/A,15519000,189000,15330000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.01,15269083,N/A,0,52.15769308328292,8.663461538461538,0.5162635903873072,1.6299961348088607,137574437.82999998,1.613498387293577,700844000,2.214330150504249,5.823679737016898,5.823679737016898,NaN,0.07726482518833301,0.503,N/A,-563269562.1700001,-18.930885332056196,Real Estate,REIT - Mortgage,63585,EQUITY,572900.85,1.636536850591073,N/A,0,0,1,1,1,0,1,0,0,0,0,0,0,1,-2,0,3
SBFG,21764000,N/A,N/A,136939000,N/A,1496263000,0,0,N/A,1359324000,N/A,1496263000,N/A,1359324000,1496263000,136939000,N/A,0,0,5093000,15149000,15149000,21725000,-19068000,35677000,33020000,33020000,21725000,35677000,-19068000,16799000,0,N/A,N/A,29839000,3108000,N/A,13691000,2.12,13691000,29839000,1032000,46638000,12732000,29839000,N/A,16799000,14000,6403000,2.12,N/A,13691000,5767000,13656000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9826000,N/A,N/A,46638000,45606000,N/A,N/A,0.5900000000000001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46763000,17956000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.89,6240963,252,0,29.355890046743,10.325471698113207,0.9976316467186119,9.926492817970045,136614680.07,1.100740515138407,1496263000,0.9150129355601255,9.997882268747398,9.997882268747398,NaN,18.501101256027145,0.237,N/A,-1359648319.93,-29.153229553797335,Financial Services,Banks - Regional,9354,EQUITY,204759.06,1.4694200438418208,54329.36507936508,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-3,0.9504984146185047,2.9504984146185045
CFBK,3616000,N/A,N/A,179291000,N/A,2111017000,0,0,N/A,1931726000,N/A,2111017000,N/A,1931726000,2111017000,179291000,N/A,0,0,16773000,16773000,16773000,28275000,-12107000,38841000,22673000,22673000,28275000,38841000,-12107000,19857000,0,N/A,N/A,100063000,3635000,N/A,16222000,2.49,16222000,100063000,8459000,119920000,18873417,100063000,N/A,19857000,473000,18983258,2.5,N/A,16222000,946000,15749000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,474000,-246000,N/A,53233000,44774000,551000,N/A,N/A,N/A,N/A,N/A,119920000,N/A,N/A,N/A,N/A,30867000,5950000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.88,6443775,103,0,13.527351567711806,10.393574297188755,0.9301353497944681,10.774249683475468,166764897,1.092813887683864,2111017000,0.7684447827753164,9.047860740360642,9.047860740360642,NaN,18.305887092712897,0.473,N/A,-1944252103,-16.212909464643097,Financial Services,Banks - Regional,32480,EQUITY,840582.4,1.4631463210619737,157495.14563106795,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-3,1.9195631423176802,2.9195631423176804
